date,jobs,ID,labour_force,sector_information_technology,sector_engineering_technology,sector_management_staff,sector_trade_service,sector_industry_craft,sector_sales_communication,sector_teaching,sector_office_finance,sector_social_health,sector_other
2008-07-01,2712,Östergötland,220300.0,321,252,150,255,224,547,427,473,361,236
2008-10-01,2342,Östergötland,214800.0,187,223,136,241,155,433,497,352,383,174
2009-01-01,2307,Östergötland,215100.0,140,129,129,339,128,478,307,375,537,254
2009-04-01,266,Östergötland,223600.0,106,76,77,219,122,415,575,248,340,179
2009-07-01,1495,Östergötland,222100.0,75,59,75,225,115,405,264,185,226,121
2009-10-01,289,Östergötland,218400.0,135,88,163,191,121,568,521,250,294,165
2010-01-01,2741,Östergötland,213900.0,154,185,189,368,151,752,356,347,549,292
2010-04-01,3212,Östergötland,223400.0,208,182,207,286,188,563,998,413,462,314
2010-07-01,2747,Östergötland,221600.0,383,263,251,288,185,569,448,309,321,262
2010-10-01,3552,Östergötland,217800.0,573,430,282,308,235,592,595,466,470,336
2011-01-01,4741,Östergötland,212800.0,606,423,361,525,407,906,565,692,815,590
2011-04-01,4926,Östergötland,217100.0,589,548,330,440,420,766,972,757,556,527
2011-07-01,3468,Östergötland,221000.0,395,372,243,357,345,697,508,472,349,315
2011-10-01,4200,Östergötland,216500.0,748,491,210,382,290,770,583,569,437,266
2012-01-01,4468,Östergötland,219800.0,589,425,166,555,331,902,514,585,683,334
2012-04-01,4292,Östergötland,223200.00000000003,468,323,168,493,294,785,864,415,644,320
2012-07-01,3267,Östergötland,222100.0,416,222,172,448,265,683,431,354,416,268
2012-10-01,3500,Östergötland,221300.0,441,265,128,418,205,660,634,417,532,241
2013-01-01,3993,Östergötland,221000.0,445,288,103,559,266,740,534,463,750,378
2013-04-01,4101,Östergötland,225500.0,394,264,121,537,275,697,953,428,605,303
2013-07-01,2964,Östergötland,225400.0,240,151,109,469,245,627,510,321,472,195
2013-10-01,3409,Östergötland,221600.0,293,242,130,352,222,605,646,370,669,285
2014-01-01,4144,Östergötland,223300.0,373,330,121,496,317,716,627,474,866,377
2014-04-01,4830,Östergötland,230400.0,390,277,144,427,331,725,1369,517,866,290
2014-07-01,3655,Östergötland,234600.0,309,220,115,492,241,723,672,379,688,288
2014-10-01,4919,Östergötland,226600.0,392,307,138,530,307,756,1034,666,1022,439
2015-01-01,5843,Östergötland,227000.0,422,300,168,653,408,880,1041,720,1572,445
2015-04-01,5816,Östergötland,231500.0,519,298,160,471,410,1017,1367,581,1078,534
2015-07-01,3179,Östergötland,232500.0,317,206,100,240,205,745,473,363,475,364
2015-10-01,4381,Östergötland,225500.0,656,325,192,235,257,661,626,563,942,392
2016-01-01,4513,Östergötland,229000.0,597,313,185,271,368,751,660,664,891,365
2016-04-01,5717,Östergötland,234800.0,661,298,199,386,489,757,1362,719,1107,382
2016-07-01,4549,Östergötland,233300.0,560,302,158,399,384,767,693,612,868,297
2016-10-01,5940,Östergötland,229700.00000000003,902,409,205,448,464,850,1081,837,1135,420
2017-01-01,6192,Östergötland,232100.00000000003,781,414,265,698,493,927,904,879,1234,403
2017-04-01,5961,Östergötland,236800.0,736,406,234,552,471,785,1358,701,1162,343
2017-07-01,4163,Östergötland,238600.0,549,284,164,432,298,591,720,562,825,254
2017-10-01,4988,Östergötland,232100.00000000003,787,450,227,345,356,704,876,671,946,303
2018-01-01,5298,Östergötland,231400.0,872,367,248,548,411,735,748,666,989,415
2018-04-01,9115,Östergötland,238900.0,1286,526,342,782,1352,1442,1504,986,1238,661
2018-07-01,761,Östergötland,251800.0,991,486,310,741,974,1052,816,899,1200,477
2018-10-01,8112,Östergötland,241800.0,1370,456,348,808,738,1064,1319,1009,1412,576
2019-01-01,7883,Östergötland,243800.0,1249,447,244,970,692,1020,1114,938,1664,493
2019-04-01,715,Östergötland,249400.0,830,380,238,895,567,864,1519,764,1423,402
2019-07-01,3865,Östergötland,251700.0,503,199,156,514,336,550,641,469,806,214
